지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),일 최심신적설(cm),일 최심적설(cm)
112,인천,2013-12-17,-1,,3.3,,1
112,인천,2013-12-18,1.1,0,3.7,,.8
112,인천,2013-12-19,-3.2,.9,5.5,1.1,1.1
112,인천,2013-12-20,-3.4,0,3.8,0,.3
112,인천,2013-12-21,-2.6,,3.2,,
112,인천,2013-12-22,-1.3,,1.6,,
112,인천,2013-12-23,-1,,3,,
112,인천,2013-12-24,-1.4,,1.6,,
112,인천,2013-12-25,.2,,1.4,,
112,인천,2013-12-26,-.4,.6,4.2,.3,.3
112,인천,2013-12-27,-6,,5.4,,
112,인천,2013-12-28,-5.2,,3,,
112,인천,2013-12-29,-1.8,.5,2.4,.3,.3
112,인천,2013-12-30,4,,4.5,,.1
112,인천,2013-12-31,4.9,,4.1,,
112,인천,2014-01-01,5,.1,5.5,,
112,인천,2014-01-02,2,,2.3,,
112,인천,2014-01-03,2.7,,2.1,,
112,인천,2014-01-04,-.6,,3.7,,
112,인천,2014-01-05,-.7,,2.9,,
112,인천,2014-01-06,1.5,,1.7,,
112,인천,2014-01-07,3.1,0,1.5,,
112,인천,2014-01-08,0,0,5.5,,
112,인천,2014-01-09,-7.2,,5.7,,
112,인천,2014-01-10,-3.9,0,2.1,,
112,인천,2014-01-11,-1,,1.9,,
112,인천,2014-01-12,-1.7,0,4.8,,
112,인천,2014-01-13,-5.9,,4,,
112,인천,2014-01-14,-3.8,,2.3,,
112,인천,2014-01-15,-2.2,,2,,
112,인천,2014-01-16,.8,,2.1,,
112,인천,2014-01-17,.3,,2.1,,
112,인천,2014-01-18,-1.6,,5.1,,
112,인천,2014-01-19,-1.8,.1,2.4,.1,.1
112,인천,2014-01-20,-.8,3.8,4.3,2.2,2.2
112,인천,2014-01-21,-4.9,,3.9,,2
112,인천,2014-01-22,-3.2,,1.7,,
112,인천,2014-01-23,.8,,2.9,,
112,인천,2014-01-24,5.2,,3.6,,
112,인천,2014-01-25,4.3,1.6,3.6,,
112,인천,2014-01-26,-2.6,,4.2,,
112,인천,2014-01-27,.1,,2.5,,
112,인천,2014-01-28,.6,1,3.9,,
112,인천,2014-01-29,1.6,,2.2,,
112,인천,2014-01-30,3.5,1.3,3.7,,
112,인천,2014-01-31,1,,2.1,,
112,인천,2014-02-01,4.2,13.6,2.9,,
112,인천,2014-02-02,3.7,.4,2.4,,
112,인천,2014-02-03,-3.9,,6.8,,
112,인천,2014-02-04,-7.2,,6.2,,
112,인천,2014-02-05,-4.8,,3.5,,
112,인천,2014-02-06,-1.8,,3.5,,
112,인천,2014-02-07,2,0,4.4,,
112,인천,2014-02-08,.2,2.7,5,2.5,2.5
112,인천,2014-02-09,-2.2,0,4.4,,2.5
112,인천,2014-02-10,-.8,0,3.9,,
112,인천,2014-02-11,.4,,3.2,,
112,인천,2014-02-12,.8,,3.1,,
112,인천,2014-02-13,1.2,,3.8,,
112,인천,2014-02-14,2.9,,2.8,,
112,인천,2014-02-15,2.1,,2.5,,
112,인천,2014-02-16,2.5,,1.9,,
112,인천,2014-02-17,3.5,,3.9,,
112,인천,2014-02-18,2.4,,3.2,,
112,인천,2014-02-19,2.1,,3.1,,
112,인천,2014-02-20,.9,,3.1,,
112,인천,2014-02-21,1,,2.6,,
112,인천,2014-02-22,2.2,,2.3,,
112,인천,2014-02-23,2.6,,1.7,,
112,인천,2014-02-24,3.4,,1.5,,
112,인천,2014-02-25,3.2,,1.4,,
112,인천,2014-02-26,7.6,,2,,
112,인천,2014-02-27,6.8,,2.7,,
112,인천,2014-02-28,4.5,,2.5,,
112,인천,2014-03-01,4.7,,2.4,,
112,인천,2014-03-02,4.1,,4,,
112,인천,2014-03-03,4.7,,2,,
112,인천,2014-03-04,5.6,,3,,
112,인천,2014-03-05,1.3,,6.8,,
112,인천,2014-03-06,.7,,4.2,,
112,인천,2014-03-07,-.1,,4.5,,
112,인천,2014-03-08,2.6,0,2.8,,
112,인천,2014-03-09,1.4,5.6,5.3,1.7,1.7
112,인천,2014-03-10,1.4,,3.7,,
112,인천,2014-03-11,4.1,,3.2,,
112,인천,2014-03-12,6,.5,2.6,,
112,인천,2014-03-13,5,,4.1,,
112,인천,2014-03-14,3.4,,3.3,,
112,인천,2014-03-15,6.6,,4.2,,
112,인천,2014-03-16,9.6,,3,,
112,인천,2014-03-17,11.9,0,4.7,,
112,인천,2014-03-18,8.4,.1,3,,
112,인천,2014-03-19,8.1,,2.9,,
112,인천,2014-03-20,6.4,0,5.1,,
112,인천,2014-03-21,6.1,,4.9,,
112,인천,2014-03-22,7.5,,2.8,,
112,인천,2014-03-23,8.5,,3.4,,
112,인천,2014-03-24,10.4,,3.2,,
112,인천,2014-03-25,12.4,0,2,,
112,인천,2014-03-26,12.7,.3,3.1,,
112,인천,2014-03-27,9.7,,2.4,,
112,인천,2014-03-28,14.2,,2.4,,
112,인천,2014-03-29,14.8,2,3.3,,
112,인천,2014-03-30,13.1,,4.1,,
112,인천,2014-03-31,12.1,,2.3,,
112,인천,2014-04-01,13.9,,1.9,,
112,인천,2014-04-02,13.3,,2.2,,
112,인천,2014-04-03,8.8,.8,3.6,,
112,인천,2014-04-04,6.1,,3.9,,
112,인천,2014-04-05,6.5,0,3.8,,
112,인천,2014-04-06,7,,5,,
112,인천,2014-04-07,8.9,,3.6,,
112,인천,2014-04-08,9.8,,2.3,,
112,인천,2014-04-09,7.9,,1.9,,
112,인천,2014-04-10,9.8,,2.1,,
112,인천,2014-04-11,10.9,,2.4,,
112,인천,2014-04-12,12.3,0,1.6,,
112,인천,2014-04-13,14.3,0,2.6,,
112,인천,2014-04-14,13.4,,2.6,,
112,인천,2014-04-15,9.2,,2.1,,
112,인천,2014-04-16,11.4,0,2.3,,
112,인천,2014-04-17,12.8,1.8,2,,
112,인천,2014-04-18,14.2,,2.8,,
112,인천,2014-04-19,14.4,,3.7,,
112,인천,2014-04-20,13.3,,3.5,,
112,인천,2014-04-21,12.8,,2.5,,
112,인천,2014-04-22,14,,2.5,,
112,인천,2014-04-23,14.6,,2.5,,
112,인천,2014-04-24,16.6,,2.2,,
112,인천,2014-04-25,17.1,,2,,
112,인천,2014-04-26,17.3,,2,,
112,인천,2014-04-27,14.8,11.3,2.7,,
112,인천,2014-04-28,13.4,20.8,4.9,,
112,인천,2014-04-29,14.3,9.4,4.9,,
112,인천,2014-04-30,15,,3.7,,
112,인천,2014-05-01,13.5,,3,,
112,인천,2014-05-02,14.1,1.8,4.2,,
112,인천,2014-05-03,11.4,,4,,
112,인천,2014-05-04,11.5,.3,3.9,,
112,인천,2014-05-05,10.5,,4.9,,
112,인천,2014-05-06,11.9,,3,,
112,인천,2014-05-07,14.7,3.1,4.4,,
112,인천,2014-05-08,13.2,2.4,4.1,,
112,인천,2014-05-09,15.4,,2.6,,
112,인천,2014-05-10,19.1,,2.6,,
112,인천,2014-05-11,18.2,32.3,5.8,,
112,인천,2014-05-12,13.9,15.2,4.3,,
112,인천,2014-05-13,16.7,,3.4,,
112,인천,2014-05-14,17.8,,2.9,,
112,인천,2014-05-15,15.8,.2,3.5,,
112,인천,2014-05-16,17.4,,2.3,,
112,인천,2014-05-17,17.7,,2.2,,
112,인천,2014-05-18,17.7,,2,,
112,인천,2014-05-19,16.6,,2.1,,
112,인천,2014-05-20,19.9,,2.7,,
112,인천,2014-05-21,17,,3.4,,
112,인천,2014-05-22,17.3,,2.3,,
112,인천,2014-05-23,17.5,,2.3,,
112,인천,2014-05-24,18.7,0,2.1,,
112,인천,2014-05-25,19.2,18.7,3.2,,
112,인천,2014-05-26,17.1,.3,3.6,,
112,인천,2014-05-27,21,,4.6,,
112,인천,2014-05-28,21.8,,3.1,,
112,인천,2014-05-29,20.2,,2.7,,
112,인천,2014-05-30,23.2,,2.2,,
112,인천,2014-05-31,23.1,,2.3,,
112,인천,2014-06-01,22.6,,1.9,,
112,인천,2014-06-02,20.9,2.6,3,,
112,인천,2014-06-03,18.6,25.6,4.3,,
112,인천,2014-06-04,22.8,,4.5,,
112,인천,2014-06-05,22.8,,3.3,,
112,인천,2014-06-06,22.7,,2.6,,
112,인천,2014-06-07,21.5,,2.3,,
112,인천,2014-06-08,20,,2.4,,
112,인천,2014-06-09,20.6,,2.1,,
112,인천,2014-06-10,21.9,14.4,2.3,,
112,인천,2014-06-11,20.6,19.9,2.7,,
112,인천,2014-06-12,20.2,.2,2.4,,
112,인천,2014-06-13,19.4,,2.6,,
112,인천,2014-06-14,20.2,,2.8,,
112,인천,2014-06-15,20.7,,2.5,,
112,인천,2014-06-16,22,,2.2,,
112,인천,2014-06-17,23.2,,2,,
112,인천,2014-06-18,22.4,,2.3,,
112,인천,2014-06-19,20.9,0,3,,
112,인천,2014-06-20,23,0,2,,
112,인천,2014-06-21,23.4,0,2.7,,
112,인천,2014-06-22,23.8,.1,2.3,,
112,인천,2014-06-23,21.3,0,2.8,,
112,인천,2014-06-24,21.7,,2.7,,
112,인천,2014-06-25,22.7,,2.2,,
112,인천,2014-06-26,23.2,,2.1,,
112,인천,2014-06-27,22.9,,2.4,,
112,인천,2014-06-28,22.4,,3,,
112,인천,2014-06-29,23,,2,,
112,인천,2014-06-30,23.6,,2.2,,
112,인천,2014-07-01,24.6,,1.9,,
112,인천,2014-07-02,24.3,8.9,2.6,,
112,인천,2014-07-03,21.5,58.4,3.6,,
112,인천,2014-07-04,25.4,,2.9,,
112,인천,2014-07-05,23.9,,2,,
112,인천,2014-07-06,25.2,,2.8,,
112,인천,2014-07-07,25.2,,2.7,,
112,인천,2014-07-08,25,1.2,2,,
112,인천,2014-07-09,26.6,17.8,2.2,,
112,인천,2014-07-10,27,,3.8,,
112,인천,2014-07-11,24.8,,3.1,,
112,인천,2014-07-12,23.7,,2.7,,
112,인천,2014-07-13,23.6,,2.8,,
112,인천,2014-07-14,24.4,,2.8,,
112,인천,2014-07-15,25.1,,2.6,,
112,인천,2014-07-16,25.1,,2.5,,
112,인천,2014-07-17,24.5,0,2.9,,
112,인천,2014-07-18,24.4,2.5,2.6,,
112,인천,2014-07-19,25.5,.1,1.9,,
112,인천,2014-07-20,25.8,,2,,
112,인천,2014-07-21,25.6,,2.2,,
112,인천,2014-07-22,24.9,10.5,4.4,,
112,인천,2014-07-23,22.6,32.9,3,,
112,인천,2014-07-24,21.5,66.1,2.6,,
112,인천,2014-07-25,26.9,26.6,4.7,,
112,인천,2014-07-26,22.5,.8,6.2,,
112,인천,2014-07-27,24,,2.3,,
112,인천,2014-07-28,25.1,,1.8,,
112,인천,2014-07-29,25.3,.1,3,,
112,인천,2014-07-30,27.1,.1,2.3,,
112,인천,2014-07-31,28.8,1.2,1.9,,
112,인천,2014-08-01,30.6,,2.9,,
112,인천,2014-08-02,30.8,0,5.5,,
112,인천,2014-08-03,26.3,11.7,5.5,,
112,인천,2014-08-04,25.4,2,2.3,,
112,인천,2014-08-05,25.2,,2.7,,
112,인천,2014-08-06,23,10.6,2,,
112,인천,2014-08-07,23.4,.2,1.7,,
112,인천,2014-08-08,25.9,,4.3,,
112,인천,2014-08-09,26.1,,5.3,,
112,인천,2014-08-10,22.1,36.1,4.8,,
112,인천,2014-08-11,22.7,,2.9,,
112,인천,2014-08-12,24.3,,2.5,,
112,인천,2014-08-13,23.2,.2,1.8,,
112,인천,2014-08-14,21.9,.8,1.8,,
112,인천,2014-08-15,23.6,,2.6,,
112,인천,2014-08-16,24.9,,2,,
112,인천,2014-08-17,23.5,3.1,2.1,,
112,인천,2014-08-18,21.9,11.8,3.9,,
112,인천,2014-08-19,21.9,1.6,1.7,,
112,인천,2014-08-20,23.9,,1.5,,
112,인천,2014-08-21,23.1,34.7,3.3,,
112,인천,2014-08-22,24,5.3,3,,
112,인천,2014-08-23,24.1,,2.6,,
112,인천,2014-08-24,24.2,0,1.8,,
112,인천,2014-08-25,25.8,0,3.2,,
112,인천,2014-08-26,25.5,,2.8,,
112,인천,2014-08-27,24.8,,2.5,,
112,인천,2014-08-28,24.9,,2.5,,
112,인천,2014-08-29,24.3,4,1.8,,
112,인천,2014-08-30,24,,2.2,,
112,인천,2014-08-31,23.8,,1.9,,
112,인천,2014-09-01,24.4,,1.9,,
112,인천,2014-09-02,23.3,4.4,3.3,,
112,인천,2014-09-03,19.1,69.6,3.7,,
112,인천,2014-09-04,22.3,,2.5,,
112,인천,2014-09-05,23.4,,2.2,,
112,인천,2014-09-06,24.2,,2.2,,
112,인천,2014-09-07,24.2,,1.8,,
112,인천,2014-09-08,24.2,,2.4,,
112,인천,2014-09-09,22.6,,2.5,,
112,인천,2014-09-10,22.2,,2.4,,
112,인천,2014-09-11,22.9,,2.3,,
112,인천,2014-09-12,22.4,,1.4,,
112,인천,2014-09-13,23.6,,2.6,,
112,인천,2014-09-14,23,,2.7,,
112,인천,2014-09-15,22.8,,2.4,,
112,인천,2014-09-16,20.9,,3.1,,
112,인천,2014-09-17,20.1,,2.3,,
112,인천,2014-09-18,20.2,,2.2,,
112,인천,2014-09-19,21.3,,2,,
112,인천,2014-09-20,21.3,,2.1,,
112,인천,2014-09-21,20.6,0,1.8,,
112,인천,2014-09-22,22.3,,1.7,,
112,인천,2014-09-23,23.5,0,2.5,,
112,인천,2014-09-24,21.1,2.1,3.5,,
112,인천,2014-09-25,22,,2,,
112,인천,2014-09-26,20.9,2.8,2.5,,
112,인천,2014-09-27,21,,2.5,,
112,인천,2014-09-28,21.2,.7,1.9,,
112,인천,2014-09-29,19.2,14.3,2,,
112,인천,2014-09-30,18.9,,3,,
112,인천,2014-10-01,19.2,,2.7,,
112,인천,2014-10-02,18.4,16.2,3.9,,
112,인천,2014-10-03,16,0,3.9,,
112,인천,2014-10-04,17.5,,3.8,,
112,인천,2014-10-05,17.4,,3.5,,
112,인천,2014-10-06,16.4,,3.1,,
112,인천,2014-10-07,16.9,,2.3,,
112,인천,2014-10-08,16.6,,2.1,,
112,인천,2014-10-09,18.5,,2.1,,
112,인천,2014-10-10,19.7,,4.2,,
112,인천,2014-10-11,20.1,,3.9,,
112,인천,2014-10-12,21,,3,,
112,인천,2014-10-13,17.3,,4.9,,
112,인천,2014-10-14,13.7,,2.8,,
112,인천,2014-10-15,14.5,,2.1,,
112,인천,2014-10-16,14.1,4.7,5.3,,
112,인천,2014-10-17,14.8,,2.5,,
112,인천,2014-10-18,16,,2.1,,
112,인천,2014-10-19,17.4,0,1.8,,
112,인천,2014-10-20,14.8,20,2.6,,
112,인천,2014-10-21,13.9,19.2,4.1,,
112,인천,2014-10-22,13.6,,2.9,,
112,인천,2014-10-23,14.3,,2.2,,
112,인천,2014-10-24,15.7,,2.7,,
112,인천,2014-10-25,16.4,,2.7,,
112,인천,2014-10-26,15.6,0,3.6,,
112,인천,2014-10-27,10.2,,4.7,,
112,인천,2014-10-28,10.1,,2.1,,
112,인천,2014-10-29,12.9,,1.7,,
112,인천,2014-10-30,14.4,,1.5,,
112,인천,2014-10-31,15.1,.2,3,,
112,인천,2014-11-01,16.3,,2.6,,
112,인천,2014-11-02,11.9,1.7,7,,
112,인천,2014-11-03,10.2,,4.8,,
112,인천,2014-11-04,12.2,,2,,
112,인천,2014-11-05,13.1,,2.7,,
112,인천,2014-11-06,13.5,.2,3.1,,
112,인천,2014-11-07,9.1,,1.3,,
112,인천,2014-11-08,9.5,,1.7,,
112,인천,2014-11-09,10.4,,3,,
112,인천,2014-11-10,10.3,,2.3,,
112,인천,2014-11-11,10.5,4.3,2,,
112,인천,2014-11-12,6.2,1.7,7.7,,
112,인천,2014-11-13,.9,,5,,
112,인천,2014-11-14,5.3,0,2.6,,
112,인천,2014-11-15,4.8,,2.6,,
112,인천,2014-11-16,7,2.3,1.9,,
112,인천,2014-11-17,6.7,.3,3.6,,
112,인천,2014-11-18,5.6,,2.9,,
112,인천,2014-11-19,6.7,,1.6,,
112,인천,2014-11-20,8.9,,2.1,,
112,인천,2014-11-21,11.4,,3.5,,
112,인천,2014-11-22,10.5,13,2.7,,
112,인천,2014-11-23,8.3,,2.2,,
112,인천,2014-11-24,8.9,,2.9,,
112,인천,2014-11-25,10.1,,4.1,,
112,인천,2014-11-26,10.7,,2.6,,
112,인천,2014-11-27,10.8,,1.8,,
112,인천,2014-11-28,9,14.4,4,,
112,인천,2014-11-29,7.8,,2.5,,
112,인천,2014-11-30,8.5,8.1,3.5,,
112,인천,2014-12-01,-.8,.4,9.3,,
112,인천,2014-12-02,-4.6,.1,5.4,.2,.2
112,인천,2014-12-03,-2.4,1.9,2.7,3.3,3.5
112,인천,2014-12-04,-4.4,,3.4,,.5
112,인천,2014-12-05,-6,,5.2,,
112,인천,2014-12-06,-4.7,0,4.2,,
112,인천,2014-12-07,-2.9,.9,1.6,1,1
112,인천,2014-12-08,-2,1.7,3.8,1.7,2.7
112,인천,2014-12-09,-2.3,,2.3,,1.2
112,인천,2014-12-10,1.6,2.1,1.9,,
112,인천,2014-12-11,-1.4,0,5.1,,
112,인천,2014-12-12,-2.9,.2,2.3,.3,.3
112,인천,2014-12-13,-4.3,,4.6,,.3
112,인천,2014-12-14,-2.2,.1,2.4,.1,.1
112,인천,2014-12-15,1.5,10.4,3.9,,.1
112,인천,2014-12-16,-4.4,,7.7,,
112,인천,2014-12-17,-7.8,,7.9,,
112,인천,2014-12-18,-7.1,,3.4,,
112,인천,2014-12-19,-1.7,2.1,3.4,,
112,인천,2014-12-20,-1.1,1.9,6.4,,
112,인천,2014-12-21,-5.5,.8,3.6,.7,.7
112,인천,2014-12-22,-3.3,1.4,2.6,1.8,2.4
112,인천,2014-12-23,1.1,,3.7,,
112,인천,2014-12-24,2.5,.1,4.6,,
112,인천,2014-12-25,-1.7,,5,,
112,인천,2014-12-26,-2.4,,3.2,,
112,인천,2014-12-27,-1.6,,1.9,,
112,인천,2014-12-28,.7,,2.8,,
112,인천,2014-12-29,3.2,,2.5,,
112,인천,2014-12-30,2.7,,3.1,,
112,인천,2014-12-31,-2.1,.2,6.1,.3,.3
112,인천,2015-01-01,-7.1,,6.7,,
112,인천,2015-01-02,-5.3,0,3.9,,
112,인천,2015-01-03,-1.9,,2.5,,
112,인천,2015-01-04,3.5,,2.5,,
112,인천,2015-01-05,4.2,.5,2.2,,
112,인천,2015-01-06,-3.2,.9,7,,
112,인천,2015-01-07,-4.9,,4.9,,
112,인천,2015-01-08,-4.2,,2.2,,
112,인천,2015-01-09,-1.1,,2.4,,
112,인천,2015-01-10,1.1,,2.4,,
112,인천,2015-01-11,0,,5.5,,
112,인천,2015-01-12,-2.8,,3.2,,
112,인천,2015-01-13,-.2,,2,,
112,인천,2015-01-14,1.3,,1.8,,
112,인천,2015-01-15,2,,3.1,,
112,인천,2015-01-16,1.1,0,4.6,,
112,인천,2015-01-17,-3.7,,4.8,,
112,인천,2015-01-18,-.2,3.3,3.7,1.8,1.8
112,인천,2015-01-19,.2,.1,4.6,,.7
112,인천,2015-01-20,-1.6,,2.4,,
112,인천,2015-01-21,1.6,,2.2,,
112,인천,2015-01-22,2.7,,3.3,,
112,인천,2015-01-23,1.3,,2.3,,
112,인천,2015-01-24,3.7,,1.7,,
112,인천,2015-01-25,3.4,4.9,2.7,,
112,인천,2015-01-26,3.2,.6,3.8,,
112,인천,2015-01-27,-4,,5.5,,
112,인천,2015-01-28,-4.7,,3.6,,
112,인천,2015-01-29,-1.7,,2.5,,
112,인천,2015-01-30,-3,,4.9,,
112,인천,2015-01-31,-4.5,,3.5,,
112,인천,2015-02-01,-2.8,,2.6,,
112,인천,2015-02-02,-.9,,2.3,,
112,인천,2015-02-03,.4,,1.5,,
112,인천,2015-02-04,.6,,2,,
112,인천,2015-02-05,-.2,,3.5,,
112,인천,2015-02-06,.7,,,,
112,인천,2015-02-07,1.4,,3.4,,
112,인천,2015-02-08,-9.2,,7.6,,
112,인천,2015-02-09,-4.4,.5,4.7,.4,.4
112,인천,2015-02-10,2.7,,4.7,,.4
112,인천,2015-02-11,2.2,,2.4,,
112,인천,2015-02-12,-1.7,,6.1,,
112,인천,2015-02-13,-.7,,4.2,,
112,인천,2015-02-14,2.8,,3.3,,
112,인천,2015-02-15,8.4,0,3.4,,
112,인천,2015-02-16,5.4,11.8,3.6,,
112,인천,2015-02-17,2.1,0,4,,
112,인천,2015-02-18,1.5,,3.5,,
112,인천,2015-02-19,1.5,,2.4,,
112,인천,2015-02-20,5.2,,1.8,,
112,인천,2015-02-21,6.5,7.6,3.5,,
112,인천,2015-02-22,3.2,1.9,4.4,,
112,인천,2015-02-23,1,,2.5,,
112,인천,2015-02-24,2,,2.1,,
112,인천,2015-02-25,4.6,1,2.4,,
112,인천,2015-02-26,.7,0,6.1,,
112,인천,2015-02-27,-1.7,,5.2,,
112,인천,2015-02-28,2.6,,2.3,,
112,인천,2015-03-01,2.4,0,4.2,,
112,인천,2015-03-02,4,,3.2,,
112,인천,2015-03-03,2.6,5.9,5,,
112,인천,2015-03-04,-1.9,,7.3,,
112,인천,2015-03-05,-.4,,3.5,,
112,인천,2015-03-06,2.1,,2,,
112,인천,2015-03-07,3.3,,2.2,,
112,인천,2015-03-08,6.4,,2.1,,
112,인천,2015-03-09,1.4,,6.7,,
112,인천,2015-03-10,-2.9,,7.9,,
112,인천,2015-03-11,1.2,,5.6,,
112,인천,2015-03-12,2.3,,3.7,,
112,인천,2015-03-13,5,0,3,,
112,인천,2015-03-14,3.5,,2.6,,
112,인천,2015-03-15,4.5,,2.1,,
112,인천,2015-03-16,8.6,,1.4,,
112,인천,2015-03-17,9.4,0,2.4,,
112,인천,2015-03-18,10.6,.8,4.5,,
112,인천,2015-03-19,10.2,,2.8,,
112,인천,2015-03-20,10.7,,2.1,,
112,인천,2015-03-21,9.5,,2.6,,
112,인천,2015-03-22,6.7,,4.2,,
112,인천,2015-03-23,4.8,,5.4,,
112,인천,2015-03-24,4.7,,3.5,,
112,인천,2015-03-25,5.6,,2.5,,
112,인천,2015-03-26,6.8,,2.6,,
112,인천,2015-03-27,6.6,,2.3,,
112,인천,2015-03-28,8.2,,2.2,,
112,인천,2015-03-29,8.5,,2.1,,
112,인천,2015-03-30,10.5,,1.8,,
112,인천,2015-03-31,12.4,3.3,2.2,,
112,인천,2015-04-01,13.1,1.8,4.5,,
112,인천,2015-04-02,14.7,9.4,6.8,,
112,인천,2015-04-03,8.9,.2,2.8,,
112,인천,2015-04-04,13.3,.1,3.8,,
112,인천,2015-04-05,10.8,.6,2.4,,
112,인천,2015-04-06,9.3,,4.7,,
112,인천,2015-04-07,7.7,,4.4,,
112,인천,2015-04-08,7.4,,3.4,,
112,인천,2015-04-09,8.6,,2.3,,
112,인천,2015-04-10,10.8,,2.8,,
112,인천,2015-04-11,12,,2.3,,
112,인천,2015-04-12,14.9,,3.3,,
112,인천,2015-04-13,12.1,5.9,6.1,,
112,인천,2015-04-14,7.5,10.4,2.9,,
112,인천,2015-04-15,10.1,.3,2.9,,
112,인천,2015-04-16,10.1,1.4,5.7,,
112,인천,2015-04-17,10,,3.4,,
112,인천,2015-04-18,15,,2.4,,
112,인천,2015-04-19,14,17.1,4.1,,
112,인천,2015-04-20,12.1,5,4.3,,
112,인천,2015-04-21,12.2,,2.8,,
112,인천,2015-04-22,12.3,0,3.3,,
112,인천,2015-04-23,12.6,,3.2,,
112,인천,2015-04-24,14.1,,2.8,,
112,인천,2015-04-25,13.7,,2.7,,
112,인천,2015-04-26,15.6,,3.5,,
112,인천,2015-04-27,16.6,,2.8,,
112,인천,2015-04-28,18.9,0,2.5,,
112,인천,2015-04-29,17,1.5,3.6,,
112,인천,2015-04-30,19.7,,2.4,,
112,인천,2015-05-01,17.9,,2.1,,
112,인천,2015-05-02,18.2,.3,1.8,,
112,인천,2015-05-03,17.3,2.2,2.6,,
112,인천,2015-05-04,15.3,,4.6,,
112,인천,2015-05-05,13,,3.2,,
112,인천,2015-05-06,14.4,,2.7,,
112,인천,2015-05-07,15.1,,2.2,,
112,인천,2015-05-08,14.7,,2,,
112,인천,2015-05-09,15.4,,2.7,,
112,인천,2015-05-10,16.8,,2.2,,
112,인천,2015-05-11,17.9,20.3,4.2,,
112,인천,2015-05-12,12.6,3.6,6.1,,
112,인천,2015-05-13,16.1,,4.7,,
112,인천,2015-05-14,18.3,,4,,
112,인천,2015-05-15,16.9,,2.3,,
112,인천,2015-05-16,16.5,,3.2,,
112,인천,2015-05-17,17.2,,2.5,,
112,인천,2015-05-18,17,,2.7,,
112,인천,2015-05-19,13.6,2,3.2,,
112,인천,2015-05-20,15.6,,3.4,,
112,인천,2015-05-21,16.8,,3.1,,
112,인천,2015-05-22,17.3,,3.1,,
112,인천,2015-05-23,19,,2.1,,
112,인천,2015-05-24,18.6,,2.4,,
112,인천,2015-05-25,17,,2.6,,
112,인천,2015-05-26,17.1,,2.4,,
112,인천,2015-05-27,20.2,,1.8,,
112,인천,2015-05-28,22.2,,2.3,,
112,인천,2015-05-29,21.4,,2.1,,
112,인천,2015-05-30,17.5,1.7,2.6,,
112,인천,2015-05-31,19.2,,2.1,,
112,인천,2015-06-01,19.7,,2.1,,
112,인천,2015-06-02,21,,2.4,,
112,인천,2015-06-03,22,,5.4,,
112,인천,2015-06-04,21.4,,2.1,,
112,인천,2015-06-05,19.2,.4,2.3,,
112,인천,2015-06-06,20.9,,3,,
112,인천,2015-06-07,21.5,,3,,
112,인천,2015-06-08,21,,1.9,,
112,인천,2015-06-09,19.7,,2.7,,
112,인천,2015-06-10,22.2,,1.8,,
112,인천,2015-06-11,22.7,3.1,3.3,,
112,인천,2015-06-12,21.1,.1,3.3,,
112,인천,2015-06-13,23.1,.8,3.5,,
112,인천,2015-06-14,21.3,10.7,2.5,,
112,인천,2015-06-15,22.5,,2.2,,
112,인천,2015-06-16,20.9,,2.3,,
112,인천,2015-06-17,22,,2,,
112,인천,2015-06-18,23.9,,2.6,,
112,인천,2015-06-19,23.9,,3,,
112,인천,2015-06-20,19.2,28.8,1.8,,
112,인천,2015-06-21,21.1,,2.1,,
112,인천,2015-06-22,22,,2.3,,
112,인천,2015-06-23,22.3,,2.3,,
112,인천,2015-06-24,23.4,,1.8,,
112,인천,2015-06-25,22.7,1.7,1.7,,
112,인천,2015-06-26,20.6,17.9,5,,
112,인천,2015-06-27,24,,3.5,,
112,인천,2015-06-28,23.1,,2.5,,
112,인천,2015-06-29,23.4,.1,2.4,,
112,인천,2015-06-30,23.6,,2.4,,
112,인천,2015-07-01,22.4,,4.3,,
112,인천,2015-07-02,22,,3,,
112,인천,2015-07-03,21.2,,2.7,,
112,인천,2015-07-04,22.3,,2.6,,
112,인천,2015-07-05,22.3,,2.7,,
112,인천,2015-07-06,23.1,,2.5,,
112,인천,2015-07-07,24.3,,2.3,,
112,인천,2015-07-08,23.9,0,4.3,,
112,인천,2015-07-09,26,,3.7,,
112,인천,2015-07-10,27.3,,2.2,,
112,인천,2015-07-11,28.5,.2,1.9,,
112,인천,2015-07-12,24.3,31.7,5.4,,
112,인천,2015-07-13,22,12.7,5.5,,
112,인천,2015-07-14,23.2,,3,,
112,인천,2015-07-15,26.3,0,2.4,,
112,인천,2015-07-16,24.6,,5.6,,
112,인천,2015-07-17,23.9,,3.1,,
112,인천,2015-07-18,23.2,.2,2.2,,
112,인천,2015-07-19,24.7,4.9,2.3,,
112,인천,2015-07-20,26.6,.7,2.2,,
112,인천,2015-07-21,26,1,2,,
112,인천,2015-07-22,25.8,,1.8,,
112,인천,2015-07-23,25.5,4.8,2,,
112,인천,2015-07-24,23.7,19.7,2.6,,
112,인천,2015-07-25,24.1,32.7,4.5,,
112,인천,2015-07-26,24.3,41.6,2.6,,
112,인천,2015-07-27,24.6,1.2,1.7,,
112,인천,2015-07-28,25.8,0,1.7,,
112,인천,2015-07-29,25.8,24.4,3.2,,
112,인천,2015-07-30,27,,3.9,,
